class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color
p,x,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,b,y,w,t,n,f,c,b,w
p,f,f,y,f,f,f,c,b,p
p,x,y,n,f,f,f,c,n,b
p,f,f,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,g
e,f,y,p,t,n,f,c,b,e
p,x,s,w,t,f,f,c,b,h
p,f,y,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
p,f,s,b,t,f,f,c,b,w
p,x,f,g,f,c,f,c,n,g
p,x,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,h
e,x,y,r,f,n,f,c,n,p
e,f,y,w,f,n,f,c,n,h
p,x,f,y,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,p
p,x,y,e,f,y,f,c,n,b
p,x,y,e,f,y,f,c,n,b
p,x,y,g,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
e,f,s,e,t,n,f,c,b,w
p,f,f,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
p,f,s,g,t,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
p,x,s,g,t,f,f,c,b,h
p,f,y,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,h
p,x,s,w,f,c,f,c,n,n
p,f,y,g,f,f,f,c,b,p
e,f,y,e,t,n,f,c,b,u
p,x,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
e,k,s,b,t,n,f,c,b,e
p,f,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
e,x,f,n,f,n,f,w,n,w
e,x,y,e,t,n,f,c,b,e
p,x,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,f,s,g,t,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,p
p,x,y,n,f,s,f,c,n,b
e,k,s,b,t,n,f,c,b,w
p,f,f,y,f,f,f,c,b,g
p,x,f,g,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,h
e,k,s,p,t,n,f,c,b,w
p,f,y,n,f,n,f,c,n,w
p,x,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,h
p,f,s,b,t,f,f,c,b,w
e,f,s,b,t,n,f,c,b,w
p,f,s,w,t,f,f,c,b,w
p,f,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,p
p,x,s,b,t,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,h
p,f,s,g,t,f,f,c,b,p
e,f,s,b,t,n,f,c,b,w
e,x,s,p,t,n,f,c,b,w
e,k,s,n,t,n,f,c,b,e
p,f,y,p,t,n,f,c,b,g
p,f,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
e,f,y,u,f,n,f,c,n,w
p,f,f,g,f,f,f,c,b,g
p,x,y,n,f,y,f,c,n,b
p,x,y,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
e,f,s,b,t,n,f,c,b,e
p,f,f,g,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
e,x,s,n,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,g
p,x,y,n,f,f,f,c,n,b
p,f,f,y,f,f,f,c,b,g
p,x,y,n,f,n,f,c,n,w
p,b,s,b,t,n,f,c,b,w
p,f,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,h
e,f,y,u,f,n,f,c,n,u
p,x,f,y,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,h
e,x,y,e,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
e,k,s,b,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,f,s,w,t,f,f,c,b,h
p,x,s,g,f,c,f,c,n,p
p,f,y,y,f,f,f,c,b,g
e,f,y,u,f,n,f,c,n,p
p,x,f,y,f,f,f,c,b,g
p,f,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,h
p,x,s,g,t,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,f,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,x,f,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,g
p,x,y,n,f,s,f,c,n,b
p,x,f,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,g
p,f,s,b,t,f,f,c,b,w
p,f,f,g,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,x,y,e,f,y,f,c,n,b
e,k,y,b,t,n,f,c,b,e
e,f,y,b,t,n,f,c,b,w
p,x,y,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,x,s,b,t,f,f,c,b,w
p,f,y,y,f,f,f,c,b,h
p,x,s,w,t,f,f,c,b,p
p,x,f,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,p
p,x,s,w,t,f,f,c,b,p
p,f,s,b,t,f,f,c,b,p
p,x,s,w,t,f,f,c,b,h
p,f,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
e,x,y,w,f,n,f,c,n,u
e,x,s,e,t,n,f,c,b,e
p,x,y,g,f,f,f,c,b,p
p,f,f,g,f,f,f,c,b,h
p,x,y,n,f,y,f,c,n,b
p,x,y,g,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
p,f,f,y,f,f,f,c,b,h
e,f,f,e,t,n,f,c,b,n
p,x,y,y,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,g
p,k,f,y,f,n,f,c,n,w
p,f,f,y,f,f,f,c,b,h
e,k,f,c,f,n,f,w,n,w
p,f,f,g,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,x,y,g,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,x,f,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,b,y,p,t,n,f,c,b,w
e,k,y,p,t,n,f,c,b,e
p,x,y,y,f,f,f,c,b,g
p,x,f,y,f,f,f,c,b,p
e,k,y,b,t,n,f,c,b,e
p,f,y,y,f,f,f,c,b,p
p,x,s,w,t,f,f,c,b,p
p,x,y,n,f,s,f,c,n,b
p,x,y,n,f,y,f,c,n,b
p,x,y,e,f,y,f,c,n,b
p,f,g,w,t,n,f,w,n,w
p,x,s,g,t,f,f,c,b,p
e,f,y,c,f,n,f,w,n,w
p,x,y,g,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,p
e,f,y,p,t,n,f,c,b,w
p,x,s,b,t,f,f,c,b,w
p,x,s,g,t,f,f,c,b,h
p,x,y,e,f,y,f,c,n,b
e,k,y,c,f,n,f,w,n,w
p,x,s,w,t,f,f,c,b,w
p,x,s,w,t,f,f,c,b,h
p,f,s,b,t,f,f,c,b,w
p,f,s,b,t,f,f,c,b,p
e,k,y,c,f,n,f,w,n,w
p,x,y,g,f,f,f,c,b,g
p,f,s,w,t,f,f,c,b,h
p,f,s,g,t,f,f,c,b,w
p,c,g,w,t,n,f,w,n,w
p,x,s,g,t,f,f,c,b,p
p,b,g,w,t,n,f,w,n,w
p,x,s,b,t,f,f,c,b,p
p,f,s,w,t,f,f,c,b,h
p,b,f,y,f,n,f,c,n,w
p,x,y,n,f,s,f,c,n,b
p,x,y,n,f,y,f,c,n,b
e,k,s,n,t,n,f,c,b,w
e,k,y,b,t,n,f,c,b,w
p,f,s,w,t,f,f,c,b,w
p,f,s,b,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,p
p,f,s,b,t,n,f,c,b,r
p,x,y,n,f,f,f,c,n,b
p,x,y,e,f,y,f,c,n,b
p,f,f,g,f,f,f,c,b,p
e,x,s,e,t,n,f,c,b,e
p,x,y,n,f,f,f,c,n,b
p,x,f,y,f,f,f,c,b,g
p,x,y,n,f,y,f,c,n,b
e,f,f,n,f,n,f,w,n,w
p,x,y,n,f,f,f,c,n,b
e,x,s,b,t,n,f,c,b,e
e,f,y,n,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,g
p,f,y,b,t,n,f,c,b,r
p,x,y,n,f,n,f,c,n,w
p,x,y,n,f,y,f,c,n,b
p,x,s,b,t,f,f,c,b,w
p,x,s,b,t,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,f,s,g,t,f,f,c,b,w
p,x,y,n,f,f,f,c,n,b
p,x,s,b,t,f,f,c,b,p
p,f,f,n,f,n,f,c,n,w
e,x,y,e,t,n,f,c,b,w
p,f,s,b,t,f,f,c,b,w
p,f,s,w,t,f,f,c,b,p
e,k,y,e,t,n,f,c,b,w
p,x,f,y,f,f,f,c,b,p
p,x,f,n,f,n,f,c,n,w
e,x,y,n,t,n,f,c,b,e
p,x,y,g,f,f,f,c,b,p
p,f,s,b,t,f,f,c,b,h
p,f,s,b,t,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,h
e,x,s,p,t,n,f,c,b,w
e,f,s,p,t,n,f,c,b,e
p,b,y,w,t,n,f,c,b,r
e,x,y,c,f,n,f,w,n,w
e,f,s,n,t,n,f,c,b,w
p,x,s,b,t,f,f,c,b,h
p,x,s,g,t,f,f,c,b,w
p,f,y,y,f,f,f,c,b,g
p,x,s,b,t,f,f,c,b,w
p,x,s,w,t,f,f,c,b,p
e,f,y,c,f,n,f,w,n,w
p,x,y,e,f,y,f,c,n,b
p,f,f,y,f,f,f,c,b,h
e,x,y,w,f,n,f,c,n,h
p,x,y,y,f,f,f,c,b,p
p,f,y,p,t,n,f,c,b,w
p,f,s,g,t,f,f,c,b,h
p,x,y,n,f,s,f,c,n,b
e,k,s,p,t,n,f,c,b,w
p,x,y,n,f,f,f,c,n,b
p,x,y,g,f,f,f,c,b,g
p,f,s,b,t,f,f,c,b,h
e,k,y,p,t,n,f,c,b,e
p,x,f,y,f,f,f,c,b,h
p,f,y,g,f,f,f,c,b,g
p,f,f,g,f,f,f,c,b,g
p,x,s,b,t,f,f,c,b,p
p,x,y,n,f,f,f,c,n,b
p,x,y,y,f,f,f,c,b,p
p,f,f,y,f,f,f,c,b,h
p,f,f,n,f,n,f,c,n,w
e,k,s,b,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,h
p,x,y,e,f,y,f,c,n,b
p,x,s,g,t,f,f,c,b,h
e,f,s,n,t,n,f,c,b,e
p,x,y,g,f,f,f,c,b,g
p,x,y,n,f,y,f,c,n,b
p,x,s,g,t,f,f,c,b,p
p,x,s,g,t,f,f,c,b,h
p,f,y,p,t,n,f,c,b,w
e,k,y,b,t,n,f,c,b,w
p,x,s,w,t,f,f,c,b,w
p,x,y,n,f,y,f,c,n,b
e,k,y,n,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,g
e,x,y,p,t,n,f,c,b,w
p,f,s,g,t,f,f,c,b,p
e,x,s,p,t,n,f,c,b,e
p,b,y,n,f,n,f,c,n,w
p,f,s,b,t,f,f,c,b,h
p,x,y,n,f,f,f,c,n,b
p,x,y,n,f,f,f,c,n,b
p,x,s,b,t,f,f,c,b,w
p,x,y,n,f,f,f,c,n,b
e,k,y,p,t,n,f,c,b,w
e,k,f,c,f,n,f,w,n,w
p,x,y,y,f,f,f,c,b,h
e,x,s,n,t,n,f,c,b,w
p,f,f,g,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,p
p,f,s,g,t,f,f,c,b,w
p,k,y,w,t,n,f,w,n,w
e,k,f,n,f,n,f,w,n,w
p,k,f,y,f,n,f,c,n,w
p,f,s,w,t,f,f,c,b,w
p,f,y,y,f,n,f,c,n,w
p,f,y,y,f,f,f,c,b,g
e,k,s,b,t,n,f,c,b,e
p,f,y,y,f,f,f,c,b,p
p,x,y,n,f,y,f,c,n,b
p,x,y,y,f,f,f,c,b,h
p,x,y,y,f,f,f,c,b,p
p,b,y,w,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,g
p,x,s,w,t,f,f,c,b,p
p,x,s,b,t,f,f,c,b,w
e,k,y,b,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,g
p,x,s,b,t,f,f,c,b,p
p,b,y,b,t,n,f,c,b,w
p,x,s,w,t,f,f,c,b,w
e,k,s,n,t,n,f,c,b,w
p,f,s,g,t,f,f,c,b,w
p,x,f,y,f,n,f,c,n,w
p,f,s,g,t,f,f,c,b,p
p,f,y,y,f,f,f,c,b,g
p,k,y,n,f,n,f,c,n,w
p,f,s,b,t,f,f,c,b,p
e,f,s,e,t,n,f,c,b,w
p,x,y,n,f,f,f,c,n,b
p,x,y,n,f,y,f,c,n,b
p,x,y,n,f,y,f,c,n,b
p,x,s,w,t,f,f,c,b,h
e,k,s,n,t,n,f,c,b,e
p,f,y,g,f,f,f,c,b,p
e,x,s,b,t,n,f,c,b,e
p,f,s,w,t,f,f,c,b,w
e,k,f,n,f,n,f,w,n,w
p,x,y,n,f,s,f,c,n,b
p,f,s,w,t,f,f,c,b,h
p,x,s,g,t,f,f,c,b,h
p,k,y,y,f,n,f,c,n,w
p,f,s,w,t,n,f,c,b,w
p,f,f,y,f,f,f,c,b,g
e,k,y,p,t,n,f,c,b,w
p,f,y,w,t,n,f,w,n,w
p,f,s,b,t,f,f,c,b,p
e,f,y,w,f,n,f,c,n,u
e,x,y,r,f,n,f,c,n,w
e,x,s,b,t,n,f,c,b,w
p,f,s,g,t,f,f,c,b,h
p,x,y,e,f,y,f,c,n,b
p,f,y,y,f,f,f,c,b,g
p,f,s,g,t,f,f,c,b,w
p,f,s,b,t,f,f,c,b,h
e,f,s,e,t,n,f,c,b,e
p,x,y,e,f,y,f,c,n,b
p,f,f,g,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,g
e,x,s,n,t,n,f,c,b,e
p,f,s,g,t,f,f,c,b,p
p,x,y,n,f,s,f,c,n,b
p,f,s,w,t,f,f,c,b,p
e,x,f,c,f,n,f,w,n,w
p,f,s,g,t,f,f,c,b,w
p,f,f,g,f,f,f,c,b,p
e,x,y,r,f,n,f,c,n,w
p,x,f,y,f,f,f,c,b,g
p,x,y,n,f,f,f,c,n,b
p,x,y,n,f,s,f,c,n,b
e,f,y,e,t,n,f,c,b,w
p,x,s,g,t,f,f,c,b,w
e,k,y,n,t,n,f,c,b,w
e,f,y,e,t,n,f,c,b,e
p,x,y,n,f,f,f,c,n,b
p,b,y,n,f,n,f,c,n,w
p,x,y,n,f,s,f,c,n,b
e,f,y,b,t,n,f,c,b,e
p,x,s,w,t,f,f,c,b,h
p,f,y,y,f,f,f,c,b,p
e,f,y,n,t,n,f,c,b,w
p,b,y,w,t,n,f,c,b,g
e,x,y,n,f,n,f,w,n,w
p,f,y,y,f,f,f,c,b,g
p,x,s,b,t,f,f,c,b,h
p,x,y,n,f,s,f,c,n,b
p,x,s,g,t,f,f,c,b,h
p,f,s,g,t,f,f,c,b,w
p,x,y,n,f,f,f,c,n,b
e,f,y,w,f,n,f,c,n,p
p,x,y,n,f,s,f,c,n,b
p,f,f,g,f,f,f,c,b,g
p,x,y,e,f,y,f,c,n,b
p,x,s,w,t,f,f,c,b,w
p,f,y,g,f,f,f,c,b,p
p,x,s,w,t,f,f,c,b,h
p,k,y,y,f,n,f,c,n,w
p,f,s,w,t,f,f,c,b,w
p,f,s,g,t,f,f,c,b,h
e,x,y,c,f,n,f,w,n,w
p,x,s,w,t,f,f,c,b,h
p,x,y,n,f,s,f,c,n,b
p,f,y,p,t,n,f,c,b,r
p,f,y,y,f,f,f,c,b,p
e,x,s,p,t,n,f,c,b,e
p,f,y,b,t,n,f,c,b,r
p,x,f,y,f,n,f,c,n,w
p,f,y,y,f,f,f,c,b,h
e,f,f,n,f,n,f,w,n,w
e,x,f,n,f,n,f,w,n,w
p,x,y,n,f,y,f,c,n,b
p,f,s,g,t,f,f,c,b,p
p,x,s,b,t,f,f,c,b,h
p,f,s,g,t,f,f,c,b,w
p,x,s,b,t,f,f,c,b,h
e,x,y,r,f,n,f,c,n,h
p,f,y,y,f,f,f,c,b,h
p,f,s,g,t,f,f,c,b,h
p,x,y,n,f,f,f,c,n,b
p,f,y,y,f,f,f,c,b,h
p,f,s,w,t,f,f,c,b,w
p,x,s,w,t,f,f,c,b,w
p,f,y,g,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,h
p,x,y,n,f,f,f,c,n,b
p,x,y,y,f,n,f,c,n,w
e,f,s,n,t,n,f,c,b,e
p,f,y,y,f,f,f,c,b,p
p,f,s,g,t,f,f,c,b,h
p,x,y,n,f,y,f,c,n,b
p,f,y,y,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,g
p,f,s,w,t,f,f,c,b,h
p,f,s,p,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,h
e,k,s,p,t,n,f,c,b,w
p,x,s,b,t,f,f,c,b,h
p,x,s,w,t,f,f,c,b,p
p,x,s,w,t,f,f,c,b,h
p,x,y,n,f,f,f,c,n,b
p,b,y,p,t,n,f,c,b,r
p,x,s,b,t,f,f,c,b,h
e,x,y,p,t,n,f,c,b,w
p,x,y,n,f,s,f,c,n,b
p,x,y,y,f,f,f,c,b,p
p,x,s,w,t,f,f,c,b,p
e,f,y,b,t,n,f,c,b,e
p,f,s,b,t,f,f,c,b,w
e,x,f,c,f,n,f,w,n,w
e,f,s,p,t,n,f,c,b,e
e,x,y,n,f,n,f,w,n,w
e,f,s,p,t,n,f,c,b,w
p,f,s,g,t,f,f,c,b,w
e,k,s,e,t,n,f,c,b,w
e,k,y,e,t,n,f,c,b,w
p,f,s,w,t,f,f,c,b,p
e,k,s,b,t,n,f,c,b,e
p,x,s,b,t,f,f,c,b,p
p,b,y,y,f,n,f,c,n,w
p,x,s,w,t,f,f,c,b,h
p,x,f,y,f,f,f,c,b,h
p,f,y,y,f,f,f,c,b,p
p,b,f,n,f,n,f,c,n,w
p,f,y,y,f,f,f,c,b,p
p,f,y,y,f,f,f,c,b,p
e,f,y,c,f,n,f,w,n,w
p,x,y,e,f,y,f,c,n,b
p,f,s,w,t,f,f,c,b,h
p,x,y,n,f,f,f,c,n,b
p,b,y,p,t,n,f,c,b,r
p,f,y,y,f,f,f,c,b,g
p,x,s,b,t,f,f,c,b,w
p,f,y,y,f,f,f,c,b,g
p,f,s,b,t,f,f,c,b,p
p,f,s,b,t,f,f,c,b,h
p,x,y,n,f,y,f,c,n,b
p,f,y,y,f,f,f,c,b,h
e,x,s,n,t,n,f,c,b,e
p,f,y,y,f,f,f,c,b,g
e,f,s,b,t,n,f,c,b,e
e,f,s,e,t,n,f,c,b,w
e,x,s,n,t,n,f,c,b,e
p,f,s,w,t,f,f,c,b,p
p,f,y,y,f,f,f,c,b,h
e,f,s,p,t,n,f,c,b,e
e,x,s,e,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,g
p,b,y,b,t,n,f,c,b,g
p,f,s,b,t,f,f,c,b,h
p,f,s,g,t,f,f,c,b,w
p,x,s,b,t,f,f,c,b,p
p,x,f,y,f,f,f,c,b,h
p,f,s,w,t,f,f,c,b,w
p,x,s,g,t,f,f,c,b,w
e,f,y,r,f,n,f,c,n,h
p,f,y,y,f,f,f,c,b,p
p,x,y,n,f,f,f,c,n,b
p,x,s,b,t,f,f,c,b,w
e,x,f,c,f,n,f,w,n,w
p,x,s,g,t,f,f,c,b,h
e,x,y,u,f,n,f,c,n,p
p,x,f,y,f,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,f,y,w,t,n,f,c,b,g
p,x,y,n,f,y,f,c,n,b
p,x,y,n,f,s,f,c,n,b
p,x,y,g,f,f,f,c,b,h
e,x,y,p,t,n,f,c,b,e
p,f,s,g,t,f,f,c,b,w
p,x,s,b,t,f,f,c,b,w
p,x,y,n,f,y,f,c,n,b
p,x,s,g,t,f,f,c,b,h
p,x,y,n,f,y,f,c,n,b
p,f,s,w,t,f,f,c,b,p
p,x,s,g,t,f,f,c,b,w
p,x,s,g,t,f,f,c,b,w
p,f,y,y,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
p,x,y,y,f,f,f,c,b,g
p,x,s,g,t,f,f,c,b,w
p,f,s,b,t,f,f,c,b,p
p,f,s,w,t,f,f,c,b,h
p,f,f,g,f,f,f,c,b,p
p,f,s,b,t,f,f,c,b,h
p,x,y,n,f,s,f,c,n,b
p,x,s,w,t,f,f,c,b,w
e,k,s,e,t,n,f,c,b,e
p,f,y,b,t,n,f,c,b,w
p,x,y,n,f,y,f,c,n,b
e,k,y,n,t,n,f,c,b,e
p,f,s,w,t,f,f,c,b,w
p,f,s,w,t,f,f,c,b,p
p,x,y,n,f,y,f,c,n,b
p,x,s,w,t,f,f,c,b,w
p,x,y,n,f,y,f,c,n,b
p,b,s,p,t,n,f,c,b,w
p,x,y,e,f,y,f,c,n,b
p,f,y,g,f,f,f,c,b,g
p,x,y,y,f,f,f,c,b,g
p,x,y,g,f,f,f,c,b,h
p,f,y,w,t,n,f,c,b,r
p,f,s,g,t,f,f,c,b,h
e,k,y,p,t,n,f,c,b,w
p,x,s,w,t,f,f,c,b,w
e,k,s,p,t,n,f,c,b,e
p,f,s,w,t,f,f,c,b,p
p,x,y,n,f,y,f,c,n,b
p,x,f,y,f,f,f,c,b,p
p,f,y,g,f,f,f,c,b,p
p,x,y,g,f,f,f,c,b,p
e,x,y,e,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,g
p,x,y,n,f,s,f,c,n,b
p,x,s,b,t,f,f,c,b,w
p,f,y,y,f,f,f,c,b,h
e,k,y,e,t,n,f,c,b,e
p,f,y,p,t,n,f,c,b,g
p,f,y,w,t,n,f,c,b,w
p,f,y,y,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,h
e,f,y,r,f,n,f,c,n,w
p,x,s,w,t,f,f,c,b,p
p,x,s,w,t,f,f,c,b,p
p,x,s,b,t,f,f,c,b,p
p,x,y,n,f,y,f,c,n,b
e,k,y,e,t,n,f,c,b,e
e,k,s,p,t,n,f,c,b,w
e,x,y,b,t,n,f,c,b,w
p,x,s,g,t,f,f,c,b,h
p,f,y,y,f,f,f,c,b,p
p,x,y,n,f,y,f,c,n,b
p,c,y,w,t,n,f,w,n,w
p,f,s,w,t,f,f,c,b,p
p,f,s,g,t,f,f,c,b,w
p,x,y,e,f,y,f,c,n,b
p,x,s,g,t,f,f,c,b,w
p,x,y,n,f,s,f,c,n,b
e,x,y,p,t,n,f,c,b,e
e,f,y,w,f,n,f,c,n,h
p,f,y,y,f,f,f,c,b,h
p,x,y,n,f,y,f,c,n,b
p,x,f,y,f,f,f,c,b,g
p,x,y,n,f,s,f,c,n,b
p,x,s,g,t,f,f,c,b,h
p,x,y,n,f,s,f,c,n,b
e,k,f,n,f,n,f,w,n,w
p,x,s,w,t,f,f,c,b,p
p,f,y,y,f,f,f,c,b,p
e,x,y,p,t,n,f,c,b,e
p,b,y,b,t,n,f,c,b,r
p,f,y,g,f,f,f,c,b,h
e,f,y,r,f,n,f,c,n,h
p,x,y,n,f,f,f,c,n,b
p,x,y,n,f,y,f,c,n,b
p,f,s,b,t,f,f,c,b,p
p,f,y,y,f,f,f,c,b,g
p,x,y,n,f,f,f,c,n,b
e,f,y,n,t,n,f,c,b,e
p,x,y,n,f,f,f,c,n,b
e,f,y,e,t,n,f,c,b,w
e,x,y,b,t,n,f,c,b,w
e,x,s,n,t,n,f,c,b,e
p,f,s,w,t,f,f,c,b,w
e,x,y,b,t,n,f,c,b,e
p,x,f,y,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,g
p,f,y,y,f,f,f,c,b,g
e,k,y,e,t,n,f,c,b,w
p,f,s,w,t,f,f,c,b,p
e,k,y,c,f,n,f,w,n,w
e,k,y,n,f,n,f,w,n,w
p,b,s,p,t,n,f,c,b,r
p,x,y,n,f,y,f,c,n,b
p,x,s,b,t,f,f,c,b,h
e,f,y,r,f,n,f,c,n,p
p,x,s,b,t,f,f,c,b,w
e,f,y,u,f,n,f,c,n,p
p,x,y,n,f,y,f,c,n,b
p,x,s,w,t,f,f,c,b,p
e,x,s,e,t,n,f,c,b,w
e,f,y,p,t,n,f,c,b,e
p,x,y,n,f,s,f,c,n,b
p,x,y,n,f,f,f,c,n,b
p,x,s,w,t,f,f,c,b,p
p,f,y,y,f,f,f,c,b,p
e,x,y,n,t,n,f,c,b,e
e,x,y,e,t,n,f,c,b,e
p,x,s,w,t,f,f,c,b,w
p,x,y,y,f,f,f,c,b,h
p,f,s,b,t,n,f,c,b,g
p,f,f,y,f,f,f,c,b,h
p,x,s,g,t,f,f,c,b,p
e,f,s,p,t,n,f,c,b,w
e,x,y,n,t,n,f,c,b,e
p,b,y,w,t,n,f,c,b,r
p,f,y,y,f,f,f,c,b,g
p,x,y,e,f,y,f,c,n,b
